time,seconds_elapsed,z,y,x
1729696528869000700,0.030000732421875,9.786377906799316,0.46797069907188416,-0.4221385419368744
1729696528878768600,0.0397685546875,9.78584098815918,0.48397842049598694,-0.41651052236557007
1729696528888536800,0.049536865234375,9.786600112915039,0.47768715023994446,-0.4057815968990326
1729696528898304800,0.0593046875,9.785958290100098,0.4835628867149353,-0.41420549154281616
1729696528908073000,0.069072998046875,9.786018371582031,0.4850660562515259,-0.4110318124294281
1729696528917841000,0.0788408203125,9.785717964172363,0.4915885031223297,-0.4104481637477875
1729696528927609000,0.088609130859375,9.785720825195312,0.4951353967189789,-0.4060937464237213
1729696528937377300,0.098377197265625,9.785612106323242,0.49877461791038513,-0.4042523503303528
1729696528947145200,0.108145263671875,9.785387992858887,0.5003600716590881,-0.40768522024154663
1729696528956913400,0.117913330078125,9.78528881072998,0.49960172176361084,-0.41098421812057495
1729696528966681300,0.127681396484375,9.785419464111328,0.49877870082855225,-0.40886035561561584
1729696528976449500,0.137449462890625,9.785309791564941,0.5026606917381287,-0.40674686431884766
1729696528986217500,0.147217529296875,9.785381317138672,0.5023332238197327,-0.40541285276412964
1729696528995985700,0.156985595703125,9.78530216217041,0.5011593699455261,-0.4087795615196228
1729696529005753600,0.166753662109375,9.784948348999023,0.5041817426681519,-0.41347986459732056
1729696529015521800,0.176521728515625,9.78503131866455,0.5014342665672302,-0.4148680567741394
1729696529025289700,0.186289794921875,9.78515911102295,0.5009106993675232,-0.4124654233455658
1729696529035058000,0.196057861328125,9.78535270690918,0.5000998377799988,-0.4088447391986847
1729696529044826000,0.205826171875,9.785452842712402,0.5009270906448364,-0.4054352045059204
1729696529054594000,0.215593994140625,9.785367012023926,0.501410186290741,-0.4069015681743622
1729696529064362200,0.2253623046875,9.785306930541992,0.5015358924865723,-0.40819236636161804
1729696529074130200,0.235130126953125,9.785390853881836,0.5001005530357361,-0.40793323516845703
1729696529083898400,0.2448984375,9.785479545593262,0.49999305605888367,-0.4059172570705414
1729696529093666300,0.254666259765625,9.785561561584473,0.49997591972351074,-0.4040067791938782
1729696529103434500,0.2644345703125,9.785455703735352,0.5005933046340942,-0.4057539999485016
1729696529113202400,0.274202392578125,9.785440444946289,0.5002566576004028,-0.40654489398002625
1729696529122970600,0.283970703125,9.785417556762695,0.5006087422370911,-0.4066612422466278
1729696529132738800,0.29373876953125,9.785476684570312,0.49977174401283264,-0.4062815010547638
1729696529142506800,0.3035068359375,9.785518646240234,0.4995979964733124,-0.4054683744907379
1729696529152275000,0.31327490234375,9.785568237304688,0.4997706711292267,-0.40407732129096985
1729696529162043000,0.32304296875,9.785584449768066,0.4999704658985138,-0.4034368395805359
1729696529171811000,0.33281103515625,9.785515785217285,0.5009852647781372,-0.40383002161979675
1729696529181579000,0.3425791015625,9.78544807434082,0.5014922618865967,-0.40485644340515137
1729696529191347200,0.35234716796875,9.785441398620605,0.5017107129096985,-0.4047645926475525
1729696529201115100,0.362115234375,9.785456657409668,0.5015567541122437,-0.4045933187007904
