time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1729696937760756500,1.242756591796875,0,0.22671568393707275,1.3927726745605469,6.801000118255615,0.028305327519774437,0,311.5,-85.5090459,36.1754464
1729696938234680300,1.716680419921875,45,0.2973213791847229,1.402336835861206,5.823999881744385,0.720374345779419,66.27387237548828,311.5,-85.509041,36.1754481
1729696939242053000,2.72405322265625,45,0.09219544380903244,1.407288908958435,5.297999858856201,0.42446357011795044,79.23558044433594,311.5,-85.5090374,36.1754481
1729696939791000000,3.273,45,1.5,1.298879861831665,5.239999771118164,0.24575947225093842,80.7034683227539,311.5,-85.5090372,36.1754481
1729696940233404700,3.71540478515625,45,0.0860232561826706,1.299074649810791,4.949999809265137,0.2839830219745636,77.5460433959961,311.5,-85.5090355,36.1754485
1729696941240327700,4.72232763671875,45,0.15000000596046448,1.2954180240631104,4.756999969482422,0.186773881316185,52.5467529296875,311.5,-85.5090349,36.1754498
1729696942241311500,5.7233115234375,45,0.08062257617712021,1.3064324855804443,4.61899995803833,0.23219527304172516,94.98234558105469,311.5,-85.5090317,36.1754488
1729696942352745000,5.834744873046875,45,0.1476796269416809,1.3064324855804443,4.642000198364258,0.12741981446743011,321.8177795410156,311.5,-85.5090347,36.1754475
1729696943235088400,6.71708837890625,45,0.17223843932151794,1.3160572052001953,4.263999938964844,0.19043439626693726,14.37536334991455,311.5,-85.5090356,36.1754484
1729696943250164500,6.73216455078125,45,0.17223843932151794,1.3160572052001953,4.2769999504089355,0.1904992014169693,15.267563819885254,311.5,-85.5090356,36.1754484
1729696944090097400,7.572097412109375,45,0.24799805879592896,1.3160572052001953,4.313000202178955,0.25669431686401367,348.2590026855469,311.5,-85.5090355,36.1754491
1729696944233094100,7.71509423828125,45,0.30401191115379333,1.3452613353729248,4.3429999351501465,0.583690881729126,284.04034423828125,311.5,-85.5090336,36.1754506
1729696944451808500,7.93380859375,45,0.32669582962989807,1.3452613353729248,4.401000022888184,0.5933976769447327,288.70654296875,311.5,-85.5090332,36.1754511
1729696944985943300,8.467943359375,45,0.33161988854408264,1.2846791744232178,4.443999767303467,0.8214142918586731,217.97596740722656,311.8000183105469,-85.5090317,36.1754531
1729696945233233700,8.715233642578125,45,0.28749239444732666,1.2876060009002686,4.482999801635742,0.9326222538948059,152.05474853515625,311.8000183105469,-85.5090209,36.1754501
1729696945331097900,8.813097900390625,45,0.28749239444732666,1.2876060009002686,4.591000080108643,0.9445279240608215,151.15328979492188,311.8000183105469,-85.5090176,36.1754493
1729696945693267200,9.17526708984375,45,0.3188277781009674,1.2876060009002686,4.663000106811523,0.949852705001831,150.04763793945312,311.8000183105469,-85.5090148,36.1754475
1729696946234345500,9.716345458984375,45,0.22629649937152863,1.2725664377212524,4.745999813079834,1.033565640449524,121.72480773925781,311.8000183105469,-85.5090097,36.1754494
1729696946512481000,9.99448095703125,45,0.22629649937152863,1.2725664377212524,4.929999828338623,1.0335696935653687,122.08171081542969,311.8000183105469,-85.5090075,36.17545
1729696946893071000,10.375071044921874,45,0.1827709674835205,1.2725664377212524,5.074999809265137,1.069965124130249,115.26395416259766,311.8000183105469,-85.5090049,36.17545
1729696947237233700,10.719233642578125,45,0.16741812229156494,1.2886313199996948,5.210999965667725,1.0291240215301514,86.90988159179688,311.8000183105469,-85.5090015,36.1754539
1729696947694604000,11.17660400390625,45,0.22007836401462555,1.2886313199996948,5.541999816894531,1.0553059577941895,76.41171264648438,311.8000183105469,-85.5089975,36.1754571
1729696948075132200,11.557132080078125,45,0.20751900970935822,1.2886313199996948,5.761000156402588,1.0823566913604736,57.97600555419922,311.8000183105469,-85.5089947,36.1754614
1729696948234420500,11.71642041015625,45,0.18327516317367554,1.2875182628631592,5.880000114440918,1.1040095090866089,40.21407699584961,311.8000183105469,-85.5089944,36.1754696
1729696948848126000,12.3301259765625,45,0.16966603696346283,1.2875182628631592,6.235000133514404,1.1548974514007568,30.955244064331055,311.8000183105469,-85.5089915,36.1754811
1729696949233124400,12.715124267578124,45,0.20042507350444794,1.289509654045105,6.4730000495910645,1.1197168827056885,25.956512451171875,311.8000183105469,-85.5089911,36.1754958
1729696949253350700,12.7353505859375,45,0.20042507350444794,1.289509654045105,6.464000225067139,1.1131072044372559,25.151683807373047,311.8000183105469,-85.5089917,36.1754998
1729696949909646800,13.391646728515624,45,0.17037548124790192,1.2090203762054443,6.664999961853027,1.1531240940093994,21.20699119567871,311.9000244140625,-85.5089891,36.1755101
1729696950053782500,13.535782470703126,45,0.17037548124790192,1.2090203762054443,6.675000190734863,1.153178095817566,20.51198959350586,311.9000244140625,-85.5089888,36.1755131
1729696950233663500,13.71566357421875,45,0.19943246245384216,1.2282171249389648,6.671000003814697,1.1663650274276733,18.415664672851562,311.9000244140625,-85.5089886,36.1755193
1729696950410563000,13.89256298828125,45,0.19943246245384216,1.2282171249389648,6.666999816894531,1.166512370109558,17.058475494384766,311.9000244140625,-85.5089881,36.1755232
1729696951094504400,14.57650439453125,45,0.1852072924375534,1.2282171249389648,6.6479997634887695,1.2196167707443237,14.541427612304688,311.9000244140625,-85.5089853,36.1755331
1729696951236156400,14.718156494140626,45,0.1700461059808731,1.236844778060913,6.538000106811523,1.2413734197616577,13.19912338256836,311.9000244140625,-85.5089843,36.1755365
1729696951691262500,15.173262451171874,45,0.21837306022644043,1.236844778060913,6.416999816894531,1.2428057193756104,6.380012035369873,311.9000244140625,-85.5089827,36.1755431
1729696952208473300,15.690473388671874,45,0.22206343710422516,1.236844778060913,6.26200008392334,1.248156189918518,359.5605773925781,311.9000244140625,-85.5089821,36.1755501
1729696952235751200,15.717751220703125,45,0.19672399759292603,1.2555551528930664,6.11899995803833,1.2379118204116821,358.5932922363281,311.9000244140625,-85.5089815,36.1755507
1729696953235453400,16.717453369140625,45,0.2067399024963379,1.2571699619293213,5.414999961853027,1.2150274515151978,3.3449227809906006,311.9000244140625,-85.5089786,36.1755628
1729696953449996000,16.93199609375,45,0.2067399024963379,1.2571699619293213,5.328000068664551,1.215002417564392,4.601442337036133,311.9000244140625,-85.5089775,36.1755656
1729696953830408200,17.312408203125,45,0.1851276159286499,1.2571699619293213,5.269000053405762,1.2486785650253296,4.773716926574707,311.9000244140625,-85.5089768,36.1755707
1729696954237354500,17.7193544921875,45,0.21105453372001648,1.2580347061157227,4.927000045776367,1.2292288541793823,6.520969390869141,311.9000244140625,-85.5089739,36.175575
1729696954573104600,18.055104736328126,45,0.21105453372001648,1.2580347061157227,4.800000190734863,1.2281516790390015,7.922157287597656,311.9000244140625,-85.5089721,36.1755788
1729696954842000000,18.323999755859376,45,0.18179970979690552,1.233788251876831,4.810999870300293,1.2415586709976196,9.519783973693848,310.9000244140625,-85.5089698,36.1755806
1729696954951056000,18.433055908203126,45,0.18179970979690552,1.233788251876831,4.701000213623047,1.2438747882843018,10.009657859802246,310.9000244140625,-85.5089688,36.1755813
1729696955235396900,18.71739697265625,45,0.16522285342216492,1.2373141050338745,4.551000118255615,1.2397795915603638,11.915922164916992,310.9000244140625,-85.5089652,36.1755835
1729696955718469600,19.2004697265625,45,0.2171189785003662,1.2373141050338745,4.567999839782715,1.2408852577209473,13.501543045043945,310.9000244140625,-85.5089617,36.1755884
1729696956048183300,19.530183349609374,45,0.21047183871269226,1.2373141050338745,4.623000144958496,1.2817742824554443,14.044089317321777,310.9000244140625,-85.5089595,36.1755917
1729696956240997000,19.7229970703125,45,0.18777191638946533,1.2446348667144775,4.656000137329102,1.2590936422348022,16.13558578491211,310.9000244140625,-85.5089556,36.1755929
1729696956828945700,20.310945556640625,45,0.17667783796787262,1.2446348667144775,4.730000019073486,1.2989544868469238,16.279176712036133,310.9000244140625,-85.508951,36.1755991
1729696957191043000,20.67304296875,45,0.22163264453411102,1.2446348667144775,4.793000221252441,1.3090945482254028,16.213743209838867,310.9000244140625,-85.5089485,36.1756035
1729696957235989000,20.717989013671875,45,0.20000547170639038,1.2570664882659912,4.9039998054504395,1.2840838432312012,17.314443588256836,310.9000244140625,-85.5089451,36.175603
1729696957934885000,21.416885009765625,45,0.1716533601284027,1.2570664882659912,4.9629998207092285,1.2948319911956787,20.103057861328125,310.9000244140625,-85.5089387,36.1756102
1729696958235949300,21.71794921875,45,0.1904025673866272,1.2714990377426147,5.059000015258789,1.2820992469787598,24.353954315185547,310.9000244140625,-85.5089313,36.1756118
1729696958297278000,21.77927783203125,45,0.1904025673866272,1.2714990377426147,5.0929999351501465,1.281664252281189,26.38625144958496,310.9000244140625,-85.5089288,36.1756119
1729696959029785900,22.511785888671874,45,0.16400231420993805,1.2714990377426147,5.25600004196167,1.2897913455963135,29.999671936035156,310.9000244140625,-85.5089214,36.1756195
1729696959244850400,22.726850341796876,45,0.19674116373062134,1.2986513376235962,5.343999862670898,1.2803031206130981,33.233421325683594,310.9000244140625,-85.5089144,36.17562
1729696959388821500,22.870821533203124,45,0.19674116373062134,1.2986513376235962,5.374000072479248,1.2773665189743042,34.62813186645508,310.9000244140625,-85.5089109,36.1756207
1729696959757078500,23.23907861328125,45,0.2098046988248825,1.3382446765899658,5.474999904632568,1.2846544981002808,35.311920166015625,310.9000244140625,-85.5089065,36.1756238
1729696960151583000,23.6335830078125,45,0.21105818450450897,1.3382446765899658,5.603000164031982,1.286668062210083,37.28030014038086,310.9000244140625,-85.5089,36.1756258
1729696960236595200,23.71859521484375,45,0.19273978471755981,1.3245904445648193,5.671000003814697,1.2951453924179077,39.24427032470703,310.9000244140625,-85.508895,36.1756244
1729696960512947200,23.994947265625,45,0.24458260834217072,1.3245904445648193,5.697000026702881,1.3008602857589722,40.086830139160156,310.9000244140625,-85.5088895,36.1756257
1729696961247307800,24.729307861328124,45,0.20396992564201355,1.3397622108459473,5.811999797821045,1.2963992357254028,40.02793502807617,310.9000244140625,-85.5088775,36.1756297
1729696961294428000,24.776427978515624,45,0.20396992564201355,1.3397622108459473,5.816999912261963,1.2947747707366943,39.959529876708984,310.9000244140625,-85.5088756,36.1756294
1729696961638388000,25.120387939453124,45,0.23847225308418274,1.3397622108459473,5.834000110626221,1.3019412755966187,39.03290939331055,310.9000244140625,-85.5088714,36.1756321
1729696962239711500,25.72171142578125,45,0.20113389194011688,1.3304173946380615,5.915999889373779,1.320144772529602,33.08531951904297,310.9000244140625,-85.5088636,36.1756359
1729696962370665200,25.852665283203127,45,0.20113389194011688,1.3304173946380615,5.918000221252441,1.3199563026428223,31.218544006347656,310.9000244140625,-85.5088617,36.1756367
1729696962729921300,26.21192138671875,45,0.2403617650270462,1.3304173946380615,5.931000232696533,1.3271480798721313,26.368961334228516,310.9000244140625,-85.5088587,36.1756402
