time,seconds_elapsed,z,y,x
1729696936564856300,0.046856201171875,0.00007635590736754239,-0.005344913341104984,-0.0009926267666742206
1729696936574625500,0.05662548828125,-0.0005344913806766272,0.00992626789957285,0.002672456670552492
1729696936584394800,0.066394775390625,0.000687203137204051,0.014813045971095562,0.0051158457063138485
1729696936594164000,0.0761640625,0.00007635590736754239,0.0068720318377017975,0.002672456670552492
1729696936603933200,0.08593310546875,0.00007635590736754239,-0.005955760832875967,-0.0009926267666742206
1729696936613702400,0.095702392578125,0.000687203137204051,-0.012675080448389053,-0.0034360159188508987
1729696936623471600,0.1054716796875,0.000687203137204051,-0.008399149402976036,-0.0022143214009702206
1729696936633240800,0.11524072265625,0.00007635590736754239,0.001374406274408102,0.00022906772210262716
1729696936643010000,0.125010009765625,0.00007635590736754239,0.008704573847353458,0.002061609411612153
1729696936652779300,0.134779296875,0.000687203137204051,0.008093725889921188,0.0014507622690871358
1729696936662548500,0.144548583984375,0.000687203137204051,0.00015271181473508477,-0.0009926267666742206
1729696936672318000,0.15431787109375,0.000687203137204051,-0.007788302376866341,-0.0028251686599105597
1729696936682087200,0.164087158203125,0.00007635590736754239,-0.008399149402976036,-0.0016034740256145597
1729696936691856400,0.1738564453125,0.00007635590736754239,-0.0022906772792339325,-0.00038177953683771193
1729696936701625600,0.18362548828125,0.000687203137204051,0.0050394898280501366,0.0014507622690871358
1729696936711394800,0.193394775390625,0.000687203137204051,0.006261184345930815,0.0014507622690871358
1729696936721164000,0.2031640625,0.00007635590736754239,0.00259610079228878,0.00022906772210262716
1729696936730933200,0.212933349609375,0.000687203137204051,-0.0029015245381742716,-0.0016034740256145597
1729696936740702500,0.222702392578125,0.00007635590736754239,-0.005344913341104984,-0.0016034740256145597
1729696936750471700,0.2324716796875,0.00007635590736754239,-0.0029015245381742716,-0.00038177953683771193
1729696936760241000,0.242240966796875,0.00007635590736754239,0.001985253533348441,0.0008399150101467967
1729696936770010000,0.252010009765625,0.00007635590736754239,0.0050394898280501366,0.0014507622690871358
1729696936779779300,0.261779296875,0.00007635590736754239,0.00259610079228878,0.0008399150101467967
1729696936789548500,0.271548583984375,-0.0005344913806766272,-0.0016798300202935934,-0.00038177953683771193
1729696936799317800,0.28131787109375,0.00007635590736754239,-0.0029015245381742716,-0.0009926267666742206
1729696936809087000,0.2910869140625,0.000687203137204051,-0.0016798300202935934,-0.00038177953683771193
1729696936818856400,0.3008564453125,0.000687203137204051,0.0007635590736754239,0.00022906772210262716
1729696936828625700,0.310625732421875,0.00007635590736754239,0.00259610079228878,0.0014507622690871358
1729696936838395000,0.320394775390625,0.00007635590736754239,0.00259610079228878,0.0008399150101467967
1729696936848164000,0.3301640625,0.00007635590736754239,-0.0004581354442052543,-0.00038177953683771193
1729696936857933300,0.339933349609375,-0.0005344913806766272,-0.0035123717971146107,0.00022906772210262716
1729696936867702500,0.34970263671875,0.00007635590736754239,-0.0016798300202935934,-0.00038177953683771193
1729696936877471700,0.3594716796875,0.00007635590736754239,0.00015271181473508477,0.00022906772210262716
1729696936887241000,0.369240966796875,0.000687203137204051,0.00259610079228878,0.0014507622690871358
1729696936897010200,0.37901025390625,0.00007635590736754239,0.001985253533348441,0.0008399150101467967
1729696936906779400,0.388779296875,0.00007635590736754239,0.00015271181473508477,0.00022906772210262716
1729696936916548600,0.398548583984375,0.000687203137204051,-0.0010689827613532543,-0.00038177953683771193
1729696936926317800,0.40831787109375,-0.0005344913806766272,-0.0004581354442052543,0.0008399150101467967
1729696936936087000,0.418087158203125,0.00007635590736754239,0.001985253533348441,0.0008399150101467967
1729696936945856500,0.4278564453125,-0.0005344913806766272,0.001985253533348441,0.0014507622690871358
1729696936955625700,0.437625732421875,-0.0005344913806766272,0.001985253533348441,0.0008399150101467967
1729696936965395000,0.44739501953125,0.00007635590736754239,-0.0004581354442052543,-0.00038177953683771193
1729696936975164200,0.4571640625,-0.0005344913806766272,-0.0029015245381742716,0.00022906772210262716
1729696936984933400,0.466933349609375,0.000687203137204051,-0.0022906772792339325,0.00022906772210262716
1729696936994702600,0.47670263671875,0.000687203137204051,0.0007635590736754239,0.0008399150101467967
1729696937004471800,0.486471923828125,0.00007635590736754239,0.001374406274408102,0.0008399150101467967
1729696937014241000,0.496240966796875,0.00007635590736754239,0.0007635590736754239,0.0008399150101467967
1729696937024010200,0.50601025390625,0.00007635590736754239,-0.0010689827613532543,0.00022906772210262716
1729696937033779500,0.515779541015625,0.00007635590736754239,0.0007635590736754239,0.0008399150101467967
1729696937043548700,0.525548583984375,-0.0005344913806766272,0.0007635590736754239,0.00022906772210262716
1729696937053318000,0.53531787109375,0.00007635590736754239,-0.0010689827613532543,0.00022906772210262716
1729696937063087000,0.545087158203125,-0.0005344913806766272,-0.0010689827613532543,0.00022906772210262716
1729696937072856300,0.554856201171875,-0.0005344913806766272,0.00015271181473508477,0.00022906772210262716
1729696937082625500,0.56462548828125,0.00007635590736754239,0.0007635590736754239,0.00022906772210262716
1729696937092395000,0.57439501953125,-0.0005344913806766272,0.0007635590736754239,0.00022906772210262716
1729696937102164200,0.584164306640625,0.00007635590736754239,0.001374406274408102,0.0008399150101467967
1729696937111933400,0.593933349609375,0.00007635590736754239,0.0007635590736754239,0.0014507622690871358
1729696937121702700,0.60370263671875,0.00007635590736754239,-0.0016798300202935934,0.0008399150101467967
1729696937131472000,0.613471923828125,-0.0005344913806766272,-0.0022906772792339325,0.00022906772210262716
1729696937141241000,0.623240966796875,0.00007635590736754239,-0.0010689827613532543,0.00022906772210262716
